S NO,"APPLN
NO","AGGR
MARK",RANK,"COMMU
NITY","COLLEGE
CODE","BRANCH
CODE","ALLOTTED
CATEGORY",CLG NM,BRNCH
17575,208109,174.5,28036,BC,2712,AU,OC,"Kumaraguru Clge of Tech (Aut), Chinnavedampatti Post, Coimbatore DT 641006",Automobile Engg
17576,244506,174.5,28037,BC,2711,EE,BC,"Kongu Engg Clge (Aut), Perundurai, Erode DT 638052",Electrical and Electronics Engg
17577,379365,174.5,28038,MBC,3465,CS,MBC,"Government Clg of Engg, Srirangam, Sethurappatti, Tiruchirappalli DT 620 012",Computer Science and Engg
17578,260029,174.5,28039,BC,4959,CS,OC,"Kamaraj Clg of Engg and Tech, Virudhunagar DT 626001",Computer Science and Engg
17579,215948,174.5,28040,SC,2005,EI,SC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Electronics and Instrumentation Engg
17580,305100,174.5,28041,MBC,1210,CS,MBC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Engg
17581,277552,174.5,28042,MBC,2722,EC,MBC,"Sri Krishna Clge of Tech (Aut), Kovaipudur Post, Coimbatore DT 641042",Electronics and Communication Engg
17582,252147,174.5,28043,MBC,2764,CS,MBC,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Computer Science and Engg
17583,266246,174.5,28044,BC,4917,CS,OC,"Sethu Inst of Tech (Aut), Kariapatti Post, Virudhunagar DT 626106",Computer Science and Engg
17584,248340,174.5,28045,BC,1317,AL,BC,"St. Josephâ\[Euro](TM)s Clg of Engg, Old Mahabalipuram Road (OMR), CHN 600 119",Agricultural and Irrigation Engg (SS)
17585,333036,174.5,28046,BC,2727,CS,OC,"Sri Shakthi Institute of Engg and Tech (Aut), L&T Bye-Pass, Venkitapuram Post, Coimbatore DT 641062",Computer Science and Engg
17586,226787,174.5,28048,BC,2711,EE,BC,"Kongu Engg Clge (Aut), Perundurai, Erode DT 638052",Electrical and Electronics Engg
17587,260717,174.5,28049,MBC,2739,EC,MBC,"Sri Eshwar Clg of Engg (Aut), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore DT 641202",Electronics and Communication Engg
17588,305484,174.5,28052,BC,5986,EC,BC,"Velammal Clg of Engg and Tech, Madurai - Rameshwaram High Road, Viraganoor, Madurai DT 625009",Electronics and Communication Engg
17589,363321,174.5,28053,MBC,4960,CS,MBC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Computer Science and Engg
17590,314082,174.5,28055,MBC,1324,CS,MBC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Computer Science and Engg
17591,245620,174.5,28057,MBC,1422,CY,MBC,"SRM Valliammai Engg Clge (Aut), Kattankulathur, CHN 603203",Cyber Security
17592,318865,174.5,28058,BC,4960,EC,BC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Electronics and Communication Engg
17593,345814,174.5,28060,MBC,1450,EE,MBC,"Loyola-ICAM Clg of Engg and Tech, Loyola Clge Campus, Nungambakkam, CHN 600034",Electrical and Electronics Engg
17594,331012,174.5,28061,BC,2711,EE,BC,"Kongu Engg Clge (Aut), Perundurai, Erode DT 638052",Electrical and Electronics Engg
17595,249801,174.5,28063,MBC,2706,CS,MBC,"Dr. Mahalingam Clg of Engg and Tech (Aut), Mackinaickenpatti Post, Pollachi TK, Coimbatore DT",Computer Science and Engg
17596,211571,174.5,28064,MBC,3795,CS,OC,"SRM TRP Engg Clge, Irungalur, Manachanallur TK, Tiruchirappalli DT 621105",Computer Science and Engg
17597,354855,174.5,28065,BC,5,CS,OC,"Annamalai University Faculty of Engg and Tech,Annamalai nagar,Cuddalore 608002",Computer Science and Engg
17598,246010,174.5,28066,MBC,2618,CS,MBC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Computer Science and Engg
17599,200687,174.5,28071,BC,1211,BM,BC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Bio­ Medical Engg
17600,265711,174.5,28073,BC,2710,TS,OC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Computer science and Tech
17601,251711,174.5,28074,MBC,1118,EE,OC,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engg Clge (Aut), Avadi-Alamathi Road, CHN 600 062",Electrical and Electronics Engg
17602,214195,174.5,28076,BC,2736,CS,OC,"Dr. N G P Inst of Tech, Kalapatti Road, Coimbatore DT 641035",Computer Science and Engg
17603,361805,174.5,28078,BC,2025,EE,OC,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road,, Somayampalayam,",Electrical and Electronics Engg
17604,381484,174.5,28079,BC,1324,IT,BC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Information Tech
17605,213923,174.5,28080,BC,4678,CS,OC,"Ramco Inst of Tech, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar DT 626117",Computer Science and Engg
17606,351770,174.5,28082,OC,2618,AD,OC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Artificial Intelligence and Data Science
17607,245831,174.5,28083,BC,5910,IT,OC,"P S N A Colllege of Engg and Tech, Dindigul DT 624622",Information Tech
17608,392731,174.5,28084,BC,1210,AD,OC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Artificial Intelligence and Data Science
17609,280682,174.5,28085,SC,2005,ME,SC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Mechanical Engg
17610,252839,174.5,28086,BC,2706,IT,BC,"Dr. Mahalingam Clg of Engg and Tech (Aut), Mackinaickenpatti Post, Pollachi TK, Coimbatore DT",Information Tech
17611,296698,174.5,28086A,MBC,2608,CS,MBC,"M Kumarasamy Clg of Engg (Aut), Thalavapalayam, Karur DT 639113",Computer Science and Engg
17612,325446,174.5,28087,BC,2710,TS,BC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Computer science and Tech
17613,232795,174.5,28088,MBC,1450,EE,MBC,"Loyola-ICAM Clg of Engg and Tech, Loyola Clge Campus, Nungambakkam, CHN 600034",Electrical and Electronics Engg
17614,280657,174.5,28090,ST,1315,EE,ST,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Electrical and Electronics Engg
17615,254288,174.5,28091,BC,3830,CB,OC,"K Ramakrishnan Clg of Engg, Kariyamanickam Road, Samayapuram, Manachanallur TK, Tiruchirappalli DT 621112",Computer Science and Business System
17616,335729,174.5,28092,BC,2702,MC,OC,"Bannari Amman Inst of Tech (Aut), Sathyamanagalam, Erode DT 638401",Mechatronics
17617,317052,174.5,28094,BC,5986,EC,BC,"Velammal Clg of Engg and Tech, Madurai - Rameshwaram High Road, Viraganoor, Madurai DT 625009",Electronics and Communication Engg
17618,291589,174.5,28095,MBC,2719,EE,MBC,"Sri Ramakrishna Engg Clge (Aut), Vattamalaipalayam, Coimbatore DT 641022",Electrical and Electronics Engg
17619,214666,174.5,28096,BC,1211,RM,BC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Robotics and Automation
17620,369446,174.5,28099,BC,1112,CB,BC,"R M D Engg Clge, Kavaraipettai, Gummidipoondi, Thiruvallur DT 601206",Computer Science and Business System
17621,299191,174.5,28100,BC,1210,AD,OC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Artificial Intelligence and Data Science
17622,235410,174.5,28101,BC,2611,IT,OC,"Paavai Engg Clge (Aut), NH-7, Pachal Post, Namakkal DT 637018",Information Tech
17623,392609,174.5,28102,MBC,1216,AL,OC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Agricultural and Irrigation Engg (SS)
17624,276170,174.5,28104,MBC,2711,CD,MBC,"Kongu Engg Clge (Aut), Perundurai, Erode DT 638052",Chemical and Electro Chemical Engg (SS)
17625,315190,174.5,28107,MBC,1309,AD,MBC,"Meenakshi Sundararajan Engg Clge, Kodambakkam, CHN 600024",Artificial Intelligence and Data Science
17626,238713,174.5,28108,BC,1211,ME,OC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Mechanical Engg
17627,222840,174.5,28110,BC,2,TX,BC,"Anna Univ - ACT Campus, Sardar Patel Road, Guindy, CHN 600 025",Textile Tech
17628,278133,174.5,28111,BC,1317,EE,OC,"St. Josephâ\[Euro](TM)s Clg of Engg, Old Mahabalipuram Road (OMR), CHN 600 119",Electrical and Electronics Engg
17629,210425,174.5,28113,BC,2618,AM,OC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Computer Science and Engg (AI and Machine Learning)
17630,239556,174.5,28114,MBC,2739,CB,MBC,"Sri Eshwar Clg of Engg (Aut), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore DT 641202",Computer Science and Business System
17631,305530,174.5,28115,MBC,1210,IT,MBC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Information Tech
17632,234347,174.5,28116,MBC,1149,IT,MBC,"St. Josephs Inst of Tech, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), CHN 600119",Information Tech
17633,356443,174.5,28117,MBC,2005,IB,MBC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Industrial Bio­Tech
17634,300837,174.5,28118,BC,5901,ME,OC,"Alagappa Chettair Government Clg of Engg and Tech (Aut), Karaikudi, Sivagangai DT 630004",Mechanical Engg
17635,309069,174.5,28119,MBC,2005,CE,MBC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Civil Engg
17636,408681,174.5,28120,BC,1324,AD,BC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Artificial Intelligence and Data Science
17637,285982,174.5,28123,SC,2712,AD,SC,"Kumaraguru Clge of Tech (Aut), Chinnavedampatti Post, Coimbatore DT 641006",Artificial Intelligence and Data Science
17638,377951,174.5,28124,BC,2751,IT,OC,"KGISL Inst of Tech, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore DT 641035",Information Tech
17639,398838,174.5,28125,BC,1210,CB,OC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Business System
17640,397271,174.5,28126,BC,2329,AD,OC,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore DT 641021",Artificial Intelligence and Data Science
17641,274095,174.5,28127,BC,3819,IT,BC,"Saranathan Clg of Engg, Panjappur, Tiruchirappalli DT 620012",Information Tech
17642,257030,174.5,28128,SC,2006,MF,SC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Mechanical Engg. (SS)
17643,246613,174.5,28129,BC,2608,AD,OC,"M Kumarasamy Clg of Engg (Aut), Thalavapalayam, Karur DT 639113",Artificial Intelligence and Data Science
17644,209351,174.5,28132,SC,1315,CE,SC,"Sri Sivasubramaniya Nadar Clg of Engg (Aut), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram",Civil Engg
17645,208160,174.5,28135,OC,1210,AD,OC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Artificial Intelligence and Data Science
17646,386726,174.5,28136,MBC,2615,ME,OC,"Government Clg of Engg (Aut), Karuppur, Salem DT 636011",Mechanical Engg
17647,338149,174.5,28137,BCM,1211,BT,BCM,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Bio Tech
17648,357632,174.5,28138,BC,2620,CS,OC,"Vivekanandha Clg of Engg for Women (Aut), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam,",Computer Science and Engg
17649,255121,174.5,28140,OC,1216,AL,OC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Agricultural and Irrigation Engg (SS)
17650,250814,174.5,28141,BC,4678,CS,OC,"Ramco Inst of Tech, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar DT 626117",Computer Science and Engg
17651,225851,174.5,28144,BC,2710,EC,BC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Electronics and Communication Engg
17652,204472,174.5,28145,MBC,2006,AS,MBC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Automobile Engg (SS)
17653,219561,174.5,28149,MBC,5986,CS,MBC,"Velammal Clg of Engg and Tech, Madurai - Rameshwaram High Road, Viraganoor, Madurai DT 625009",Computer Science and Engg
17654,400026,174.5,28150,BCM,1419,AM,BCM,"Sri Sairam Enginering Clge, West Tambaram, CHN 600044",Computer Science and Engg (AI and Machine Learning)
17655,320968,174.5,28151,MBC,3826,CS,OC,"Kongunadu Clg of Engg and Tech, Tholurpatti, Thottiyam, Tiruchirappalli DT 621215",Computer Science and Engg
17656,350962,174.5,28152,BC,1516,EC,BC,"Thanthai Periyar Government Inst of Tech , Bagayam, Vellore DT 632002",Electronics and Communication Engg
17657,308056,174.5,28153,MBC,2618,CS,MBC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Computer Science and Engg
17658,261792,174.5,28154,BC,1210,IT,BC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Information Tech
17659,377688,174.5,28155,MBC,1419,EC,MBC,"Sri Sairam Enginering Clge, West Tambaram, CHN 600044",Electronics and Communication Engg
17660,238493,174.5,28157,MBC,2712,CE,OC,"Kumaraguru Clge of Tech (Aut), Chinnavedampatti Post, Coimbatore DT 641006",Civil Engg
17661,254895,174.5,28160,BC,1210,IT,BC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Information Tech
17662,205195,174.5,28161,BCM,1210,CS,BCM,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Engg
17663,407858,174.5,28164,BCM,1424,CS,OC,"Dhaanish Ahmed Clg of Engg, Padappai, CHN 601301",Computer Science and Engg
17664,252180,174.5,28166,BCM,3806,AD,OC,"E G S Pillay Engg Clge (Aut), Nagapattinam DT 611002",Artificial Intelligence and Data Science
17665,302220,174.5,28167,BC,1324,IT,BC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Information Tech
17666,281379,174.5,28169,BC,3830,CS,BC,"K Ramakrishnan Clg of Engg, Kariyamanickam Road, Samayapuram, Manachanallur TK, Tiruchirappalli DT 621112",Computer Science and Engg
17667,217568,174.5,28170,BC,2706,EC,BC,"Dr. Mahalingam Clg of Engg and Tech (Aut), Mackinaickenpatti Post, Pollachi TK, Coimbatore DT",Electronics and Communication Engg
17668,238489,174.5,28172,BC,1422,EC,BC,"SRM Valliammai Engg Clge (Aut), Kattankulathur, CHN 603203",Electronics and Communication Engg
17669,266542,174.5,28177,BC,4962,AD,OC,"National Engg Clge (Aut), Kovilpatti, Thoothukudi DT 628503",Artificial Intelligence and Data Science
17670,313346,174.5,28180,BC,3830,IT,OC,"K Ramakrishnan Clg of Engg, Kariyamanickam Road, Samayapuram, Manachanallur TK, Tiruchirappalli DT 621112",Information Tech
17671,259033,174.5,28181,BCM,5017,CE,OC,"University Clg of Engg, Ramanathapuram, Pullangudi, Ramanathapuram DT 623513",Civil Engg
17672,302798,174.5,28182,MBC,1422,EC,MBC,"SRM Valliammai Engg Clge (Aut), Kattankulathur, CHN 603203",Electronics and Communication Engg
17673,346140,174.5,28183,BC,2719,CJ,BC,"Sri Ramakrishna Engg Clge (Aut), Vattamalaipalayam, Coimbatore DT 641022",Chemical Engg
17674,204499,174.5,28185,BC,1324,EE,OC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Electrical and Electronics Engg
17675,252298,174.5,28186,BC,1309,EC,BC,"Meenakshi Sundararajan Engg Clge, Kodambakkam, CHN 600024",Electronics and Communication Engg
17676,282899,174.5,28187,BCM,2006,MT,BCM,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Metallurgical Engg
17677,208776,174.5,28188,BC,1419,CJ,BC,"Sri Sairam Enginering Clge, West Tambaram, CHN 600044",Chemical Engg
17678,291828,174.5,28189,MBC,2608,CS,MBC,"M Kumarasamy Clg of Engg (Aut), Thalavapalayam, Karur DT 639113",Computer Science and Engg
17679,216403,174.5,28190,BC,2706,IT,BC,"Dr. Mahalingam Clg of Engg and Tech (Aut), Mackinaickenpatti Post, Pollachi TK, Coimbatore DT",Information Tech
17680,300186,174.5,28192,MBC,1516,EE,OC,"Thanthai Periyar Government Inst of Tech , Bagayam, Vellore DT 632002",Electrical and Electronics Engg
17681,312042,174.5,28193,BC,2608,EC,OC,"M Kumarasamy Clg of Engg (Aut), Thalavapalayam, Karur DT 639113",Electronics and Communication Engg
17682,232792,174.5,28194,BC,5010,CS,BC,"Anna University Regional Campus - Madurai, Kanyakumari NH, Keelakuilkudi, Madurai DT 625019",Computer Science and Engg
17683,299383,174.5,28196,BC,2739,EE,BC,"Sri Eshwar Clg of Engg (Aut), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore DT 641202",Electrical and Electronics Engg
17684,204848,174.5,28197,BC,5901,ME,OC,"Alagappa Chettair Government Clg of Engg and Tech (Aut), Karaikudi, Sivagangai DT 630004",Mechanical Engg
17685,395450,174.5,28202,BC,4960,BM,OC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Bio­ Medical Engg
17686,248504,174.5,28204,BC,4678,CS,OC,"Ramco Inst of Tech, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar DT 626117",Computer Science and Engg
17687,263440,174.5,28205,MBC,1149,IT,MBC,"St. Josephs Inst of Tech, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), CHN 600119",Information Tech
17688,350577,174.5,28206,BCM,2007,CL,BCM,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Chemical Engg (SS)
17689,247776,174.5,28207,BC,1317,AL,BC,"St. Josephâ\[Euro](TM)s Clg of Engg, Old Mahabalipuram Road (OMR), CHN 600 119",Agricultural and Irrigation Engg (SS)
17690,310330,174.5,28210,MBC,2722,AM,MBC,"Sri Krishna Clge of Tech (Aut), Kovaipudur Post, Coimbatore DT 641042",Computer Science and Engg (AI and Machine Learning)
17691,348357,174.5,28211,BC,1210,CS,BC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Engg
17692,230267,174.5,28213,BC,2618,EC,OC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Electronics and Communication Engg
17693,329917,174.5,28214,SC,1,MI,SC,"Anna Univ - CEG Campus, Sardar Patel Road, Guindy, CHN 600 025",Mining Engg
17694,317852,174.5,28216,MBC,2618,IT,MBC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Information Tech
17695,339899,174.5,28217,BC,2751,CS,OC,"KGISL Inst of Tech, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore DT 641035",Computer Science and Engg
17696,347715,174.5,28218,MBC,2702,SE,MBC,"Bannari Amman Inst of Tech (Aut), Sathyamanagalam, Erode DT 638401",Computer Science and Engg (Internet of Things and Cyber Security including Block Chain Tech)
17697,227283,174.5,28219,BC,1509,CS,OC,"Meenakshi Clg of Engg, Vembuliamman Koil Street, K K Nagar (West), CHN 600078",Computer Science and Engg
17698,220795,174.5,28221,BC,2706,AD,OC,"Dr. Mahalingam Clg of Engg and Tech (Aut), Mackinaickenpatti Post, Pollachi TK, Coimbatore DT",Artificial Intelligence and Data Science
17699,309754,174.5,28222,BC,1311,CS,OC,"K C G Clge of Tech, Karappakkam, CHN 600096",Computer Science and Engg
17700,326662,174.5,28224,MBC,1516,EC,MBC,"Thanthai Periyar Government Inst of Tech , Bagayam, Vellore DT 632002",Electronics and Communication Engg
17701,202074,174.5,28226,BC,1149,AD,OC,"St. Josephs Inst of Tech, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), CHN 600119",Artificial Intelligence and Data Science
17702,309399,174.5,28227,BC,1311,AD,OC,"K C G Clge of Tech, Karappakkam, CHN 600096",Artificial Intelligence and Data Science
17703,214126,174.5,28229,BC,3830,CS,BC,"K Ramakrishnan Clg of Engg, Kariyamanickam Road, Samayapuram, Manachanallur TK, Tiruchirappalli DT 621112",Computer Science and Engg
17704,309510,174.5,28230,BC,2712,AE,BC,"Kumaraguru Clge of Tech (Aut), Chinnavedampatti Post, Coimbatore DT 641006",Aeronautical Engg
17705,257680,174.5,28232,BC,1311,AD,OC,"K C G Clge of Tech, Karappakkam, CHN 600096",Artificial Intelligence and Data Science
17706,338621,174.5,28233,OC,1324,EE,OC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Electrical and Electronics Engg
17707,238105,174.5,28234,BC,5910,CS,BC,"P S N A Colllege of Engg and Tech, Dindigul DT 624622",Computer Science and Engg
17708,238515,174.5,28235,BC,3801,CS,OC,"A V C Clg of Engg, Mannampandal Post, Mayiladuthurai, Nagapattinam DT 609305",Computer Science and Engg
17709,315203,174.5,28236,MBC,2751,CS,MBC,"KGISL Inst of Tech, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore DT 641035",Computer Science and Engg
17710,299926,174.5,28237,MBC,2764,CS,MBC,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Computer Science and Engg
17711,337513,174.5,28238,MBC,2615,ME,OC,"Government Clg of Engg (Aut), Karuppur, Salem DT 636011",Mechanical Engg
17712,201295,174.5,28240,BC,1324,EC,BC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Electronics and Communication Engg
17713,290891,174.5,28241,BC,2702,MC,OC,"Bannari Amman Inst of Tech (Aut), Sathyamanagalam, Erode DT 638401",Mechatronics
17714,270747,174.5,28242,BC,2711,EI,BC,"Kongu Engg Clge (Aut), Perundurai, Erode DT 638052",Electronics and Instrumentation Engg
17715,267000,174.5,28243,BCM,3465,CS,BCM,"Government Clg of Engg, Srirangam, Sethurappatti, Tiruchirappalli DT 620 012",Computer Science and Engg
17716,392827,174.5,28246,MBC,1304,EC,MBC,"Easwari Engg Clge (Aut), Ramapuram, CHN 600089",Electronics and Communication Engg
17717,244079,174.5,28250,BC,2727,CS,OC,"Sri Shakthi Institute of Engg and Tech (Aut), L&T Bye-Pass, Venkitapuram Post, Coimbatore DT 641062",Computer Science and Engg
17718,370552,174.5,28251,SC,2377,CB,SC,"PSG Inst of Tech and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",Computer Science and Business System
17719,242428,174.5,28252,BC,2706,AD,OC,"Dr. Mahalingam Clg of Engg and Tech (Aut), Mackinaickenpatti Post, Pollachi TK, Coimbatore DT",Artificial Intelligence and Data Science
17720,346848,174.5,28253,BC,1112,CB,BC,"R M D Engg Clge, Kavaraipettai, Gummidipoondi, Thiruvallur DT 601206",Computer Science and Business System
17721,210946,174.5,28254,BC,4680,CS,OC,"AAA Clg of Engg and Tech, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar DT 626005",Computer Science and Engg
17722,348119,174.5,28255,BC,2005,PR,BC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Production Engg
17723,380447,174.5,28257,MBC,1211,MZ,MBC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Metallurgical Engg. (SS)
17724,234663,174.5,28261,MBC,1304,EE,MBC,"Easwari Engg Clge (Aut), Ramapuram, CHN 600089",Electrical and Electronics Engg
17725,254847,174.5,28262,BC,3830,IT,OC,"K Ramakrishnan Clg of Engg, Kariyamanickam Road, Samayapuram, Manachanallur TK, Tiruchirappalli DT 621112",Information Tech
17726,237907,174.5,28265,MBC,1140,IT,OC,"Jeppiaar Inst of Tech, Kunnam Village, Sriperumpudur TK, Kancheepuram DT 631604",Information Tech
17727,319874,174.5,28266,SC,2634,AG,OC,"Excel Engg Clge, Pallakkapalayam, Sankari West Post, Namakkal DT 637303",Agriculture Engg
17728,366867,174.5,28268,BC,2615,CE,OC,"Government Clg of Engg (Aut), Karuppur, Salem DT 636011",Civil Engg
17729,388185,174.5,28270,OC,1533,CS,OC,"Panimalar Engg College City Campus,Nelson Manickam Rd, CHN – 600029",Computer Science and Engg
17730,326337,174.5,28272,BCM,2764,CS,BCM,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Computer Science and Engg
17731,226438,174.5,28273,BC,4960,EE,OC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Electrical and Electronics Engg
17732,212081,174.5,28274,BC,5986,EC,BC,"Velammal Clg of Engg and Tech, Madurai - Rameshwaram High Road, Viraganoor, Madurai DT 625009",Electronics and Communication Engg
17733,345471,174.5,28275,MBC,2712,CE,OC,"Kumaraguru Clge of Tech (Aut), Chinnavedampatti Post, Coimbatore DT 641006",Civil Engg
17734,296087,174.5,28276,BC,1210,IT,BC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Information Tech
17735,213640,174.5,28278,BC,1149,EC,OC,"St. Josephs Inst of Tech, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), CHN 600119",Electronics and Communication Engg
17736,327403,174.5,28279,BC,2723,EC,OC,"Velalar Clg of Engg and Tech (Aut), Thindal Post, Erode DT 638009",Electronics and Communication Engg
17737,253693,174.5,28280,BC,1210,IT,BC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Information Tech
17738,384549,174.5,28281,BC,2711,MZ,OC,"Kongu Engg Clge (Aut), Perundurai, Erode DT 638052",Metallurgical Engg. (SS)
17739,408221,174.5,28282,BC,1128,CS,BC,"R M K Clg of Engg and Tech, Puduvoyal, Gummidipoondi TK, Thiruvallur DT 601206",Computer Science and Engg
17740,259588,174.5,28283,BC,2727,CS,OC,"Sri Shakthi Institute of Engg and Tech (Aut), L&T Bye-Pass, Venkitapuram Post, Coimbatore DT 641062",Computer Science and Engg
17741,285375,174.5,28284,BC,2702,ME,OC,"Bannari Amman Inst of Tech (Aut), Sathyamanagalam, Erode DT 638401",Mechanical Engg
17742,259375,174.5,28285,MBC,2710,EC,MBC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Electronics and Communication Engg
17743,252826,174.5,28286,MBC,1419,EC,MBC,"Sri Sairam Enginering Clge, West Tambaram, CHN 600044",Electronics and Communication Engg
17744,254041,174.5,28288,MBC,4960,EC,MBC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Electronics and Communication Engg
17745,370544,174.5,28293,MBC,1408,CS,OC,"I F E T Clg of Engg (Aut), Gangarampalayam, Villupuram DT 605108",Computer Science and Engg
17746,214420,174.5,28295,SC,1211,CS,SC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Computer Science and Engg
17747,241142,174.5,28296,BC,3011,IT,BC,"University Clg of Engg,BIT Campus,Anna university ,Tiruchirappalli DT 620024",Information Tech
17748,230514,174.5,28297,MBC,1128,CS,MBC,"R M K Clg of Engg and Tech, Puduvoyal, Gummidipoondi TK, Thiruvallur DT 601206",Computer Science and Engg
17749,411857,174.5,28298,SC,1399,EE,SC,"CHN Inst of Tech, Puduper Village, Nandambakkam Post, Kundrathur, CHN 600069",Electrical and Electronics Engg
17750,298009,174.5,28301,BC,2,PP,BC,"Anna Univ - ACT Campus, Sardar Patel Road, Guindy, CHN 600 025",Petroleum Engg and Tech (SS)
17751,225459,174.5,28302,BC,1210,CB,OC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Business System
